نام کالا,نماد,تالار,تولید کننده,نوع قرارداد,قیمت پایانی میانگین موزون,ارزش معامله (هزارریال),قیمت پایانی,پایین ترین,بالاترین,قیمت پایه عرضه,حجم عرضه,تقاضا,حجم قرارداد,واحد,تاریخ معامله,تاریخ تحویل,مکان تحویل,عرضه کننده,تاریخ قیمت تسویه,کارگزار,نحوه عرضه,روش خرید,نوع بسته بندی,نوع تسویه,نوع ارز,کد عرضه
قیر MC250,AHM-BIMC250B-00,تالار فرآورده های نفتی,پالایش حصار مهران,نقدی,,0,,,,"225,000",100,0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,پالایش حصارمهران,,پارسیان,عمده,عادی,فله,نقدی,ریال,889415
پلی اتیلن سبک فیلم 2420H,PAM-LD2420HPP-00,تالار پتروشیمی,پتروشیمی امیرکبیر,نقدی,"514,205","248,875,220","514,205","514,205","514,205","514,205",704,748,484,تن,1403/08/22,1403/08/27,انبار کارخانه,پتروشیمی امیرکبیر,,بانک رفاه کارگران,عمده,عادی,پالت پلاستیکی,نقدی / اعتباری,ریال,889419
پلی اتیلن سبک فیلم 2420H,PAM-LD2420HPP-00,تالار پتروشیمی,پتروشیمی امیرکبیر,نقدی (مچینگ),"514,205","22,625,020","514,205","514,205","514,205","514,205",0,44,44,تن,1403/08/22,1403/08/27,انبار کارخانه,پتروشیمی امیرکبیر,,بانک رفاه کارگران,عمده,عادی,پالت پلاستیکی,نقدی / اعتباری,ریال,889419
پلی اتیلن سنگین اکستروژن EX3,PAM-HDEX3J-00,تالار پتروشیمی,پتروشیمی امیرکبیر,نقدی,"424,539","636,808,830","424,539","423,499","425,259","421,966","1,500","1,950","1,500",تن,1403/08/22,1403/08/30,انبار کارخانه,پتروشیمی امیرکبیر,,بانک رفاه کارگران,عمده,عادی,جامبوبگ,نقدی / اعتباری,ریال,889423
پلی اتیلن سنگین اکستروژن EX3,PAM-HDEX3L-00,تالار پتروشیمی,پتروشیمی امیرکبیر,نقدی,"431,323","862,645,140","431,323","430,199","433,669","421,966","2,000","2,670","2,000",تن,1403/08/22,1403/08/30,انبار کارخانه,پتروشیمی امیرکبیر,,بانک رفاه کارگران,عمده,عادی,کیسه,نقدی / اعتباری,ریال,889424
قیر 6070,NFSH-BI6070B-00,تالار فرآورده های نفتی,نگین فخر شیراز,نسیه,"222,945","66,883,500","222,945","222,945","222,945","222,945",300,300,300,تن,1403/08/22,1403/08/27,انبار کارخانه,نگین فخر شیراز,2025/02/10,راهین,عمده,عادی,فله,نقدی / اعتباری,ریال,889428
قیر MC250,NFSH-BIMC250B-00,تالار فرآورده های نفتی,نگین فخر شیراز,نسیه,"249,000","9,960,000","249,000","249,000","249,000","249,000",40,40,40,تن,1403/08/22,1403/08/27,انبار کارخانه,نگین فخر شیراز,2025/02/10,راهین,عمده,عادی,فله,نقدی / اعتباری,ریال,889430
پلی استایرن انبساطی 221HS,TABC-EPS221HSJ-00,تالار پتروشیمی,پتروشیمی تبریز,سلف,"717,649","114,823,900","717,649","716,229","722,610","657,874",160,300,160,تن,1403/08/22,1403/09/01,انبار کارخانه,پتروشیمی تبریز,,آرمون بورس,عمده,عادی,جامبوبگ,نقدی,ریال,889436
پلی استایرن انبساطی 321HS,TABC-EPS321HSJ-00,تالار پتروشیمی,پتروشیمی تبریز,سلف,"684,059","75,246,540","684,059","682,011","685,989","657,874",110,200,110,تن,1403/08/22,1403/09/01,انبار کارخانه,پتروشیمی تبریز,,آرمون بورس,عمده,عادی,جامبوبگ,نقدی,ریال,889437
پلی استایرن انبساطی 422FC,TABC-EPS422FCJ-00,تالار پتروشیمی,پتروشیمی تبریز,سلف,"675,102","13,502,040","675,102","666,799","679,999","654,950",20,25,20,تن,1403/08/22,1403/09/01,انبار کارخانه,پتروشیمی تبریز,,آرمون بورس,عمده,عادی,جامبوبگ,نقدی,ریال,889438
نبشی 4,FPKC-EA005000-00,تالار صنعتی,نورد فولاد پارسه کاوه,نقدی,,0,,,,"280,480",350,0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,نورد فولاد پارسه کاوه,,یزدان,عمده,عادی,شاخه,نقدی,ریال,889439
پلی اتیلن سنگین دورانی 3840UA,TABC-MD3840UAPP-00,تالار پتروشیمی,پتروشیمی تبریز,نقدی,"490,250","523,096,750","490,250","490,250","490,250","490,250","1,705","1,133","1,067",تن,1403/08/22,1403/08/27,انبار کارخانه,پتروشیمی تبریز,,آرمون بورس,عمده,عادی,پالت پلاستیکی,نقدی,ریال,889443
پلی اتیلن سنگین دورانی 3840UA,TABC-MD3840UAPP-00,تالار پتروشیمی,پتروشیمی تبریز,نقدی (مچینگ),"490,250","37,749,250","490,250","490,250","490,250","490,250",0,77,77,تن,1403/08/22,1403/08/27,انبار کارخانه,پتروشیمی تبریز,,آرمون بورس,عمده,عادی,پالت پلاستیکی,نقدی,ریال,889443
پلی اتیلن سنگین تزریقی 5030SA,TABC-HD5030SAPP-00,تالار پتروشیمی,پتروشیمی تبریز,نقدی,"492,363","59,575,912","492,363","482,000","494,899","459,938",121,220,121,تن,1403/08/22,1403/08/27,انبار کارخانه,پتروشیمی تبریز,,آرمون بورس,عمده,عادی,پالت پلاستیکی,نقدی,ریال,889447
پلی اتیلن سبک خطی 0209AA,TABC-LLD0209AAPP-00,تالار پتروشیمی,پتروشیمی تبریز,نقدی,"431,533","71,202,890","431,533","430,789","432,300","429,776",165,198,165,تن,1403/08/22,1403/08/27,انبار کارخانه,پتروشیمی تبریز,,آرمون بورس,عمده,عادی,پالت پلاستیکی,نقدی,ریال,889448
پلی اتیلن سبک خطی 0209KJ,TABC-LLD0209KJPP-00,تالار پتروشیمی,پتروشیمی تبریز,نقدی,"467,738","25,725,590","467,738","465,465","470,999","432,125",55,99,55,تن,1403/08/22,1403/08/27,انبار کارخانه,پتروشیمی تبریز,,آرمون بورس,عمده,عادی,پالت پلاستیکی,نقدی,ریال,889449
اکریلونیتریل بوتادین استایرن 0150,TABC-ABSSD0150PP-00,تالار پتروشیمی,پتروشیمی تبریز,نقدی (مچینگ),"821,852","4,109,260","821,852","821,852","821,852","821,852",0,5,5,تن,1403/08/22,1403/08/27,انبار کارخانه,پتروشیمی تبریز,,آرمون بورس,عمده,عادی,پالت پلاستیکی,نقدی / اعتباری,ریال,889450
اکریلونیتریل بوتادین استایرن 0150,TABC-ABSSD0150PP-00,تالار پتروشیمی,پتروشیمی تبریز,نقدی,"821,852","184,916,700","821,852","821,852","821,852","821,852",500,265,225,تن,1403/08/22,1403/08/27,انبار کارخانه,پتروشیمی تبریز,,آرمون بورس,عمده,عادی,پالت پلاستیکی,نقدی / اعتباری,ریال,889450
پلی اتیلن سبک فیلم LFI2119,ASPC-LDLFI2119PP-00,تالار پتروشیمی,پتروشیمی آریا ساسول,نقدی,"514,205","452,500,400","514,205","514,205","514,205","514,205",902,"1,056",880,تن,1403/08/22,1403/08/27,انبار کارخانه,پلیمر آریاساسول,,سهم آشنا,عمده,عادی,پالت پلاستیکی,نقدی,ریال,889451
پلی اتیلن سبک فیلم LFI2119,ASPC-LDLFI2119PP-00,تالار پتروشیمی,پتروشیمی آریا ساسول,نقدی (مچینگ),"514,205","11,312,510","514,205","514,205","514,205","514,205",0,22,22,تن,1403/08/22,1403/08/27,انبار کارخانه,پلیمر آریاساسول,,سهم آشنا,عمده,عادی,پالت پلاستیکی,نقدی,ریال,889451
پلی اتیلن سبک فیلم LFI2130,ASPC-LDLFI2130PP-00,تالار پتروشیمی,پتروشیمی آریا ساسول,نقدی,"584,651","25,724,644","584,651","584,651","584,651","584,651",550,132,44,تن,1403/08/22,1403/08/27,انبار کارخانه,پلیمر آریاساسول,,سهم آشنا,عمده,عادی,پالت پلاستیکی,نقدی,ریال,889455
پلی اتیلن سبک تزریقی LIM1922,ASPC-LDEPLIM1922PP-00,تالار پتروشیمی,پتروشیمی آریا ساسول,نقدی,"529,631","58,259,410","529,631","529,631","529,631","529,631",198,176,110,تن,1403/08/22,1403/08/27,انبار کارخانه,پلیمر آریاساسول,,سهم آشنا,عمده,عادی,پالت پلاستیکی,نقدی,ریال,889459
قیر MC250,PNJA-BIMC250B-00,تالار فرآورده های نفتی,پالایش نفت جیران اردکان,نسیه,"269,630","13,481,500","269,630","269,630","269,630","269,630",100,50,50,تن,1403/08/22,1403/08/30,انبار کارخانه,پالایش نفت جیران اردکان,2025/01/11,بانک کشاورزی,عمده,عادی,فله,نقدی / اعتباری,ریال,889462
پلی اتیلن سبک خطی (پودر) 0209AA,SHPC-LLD0209AAPJ-00,تالار پتروشیمی,پتروشیمی شازند,نقدی,"416,883","62,532,450","416,883","416,883","416,883","416,883",195,195,150,تن,1403/08/22,1403/08/27,انبار کارخانه,پتروشیمی شازند,,بانک ملی,عمده,عادی,جامبوبگ,نقدی,ریال,889475
پلی اتیلن سبک خطی (پودر) 0209AA,SHPC-LLD0209AAPJ-00,تالار پتروشیمی,پتروشیمی شازند,نقدی (مچینگ),"416,883","18,759,735","416,883","416,883","416,883","416,883",0,45,45,تن,1403/08/22,1403/08/27,انبار کارخانه,پتروشیمی شازند,,بانک ملی,عمده,عادی,جامبوبگ,نقدی,ریال,889475
پلی پروپیلن فیلم RG1104K,RJCO-PPRG1104KRJ-00,تالار پتروشیمی,پتروشیمی رجال,نقدی,"558,699","255,185,964","558,699","558,597","558,919","539,541",456/75,"1,022/25",456/75,تن,1403/08/23,1403/08/28,انبار کارخانه,مجتمع صنعتی پتروشیمی رجال,,بانک کارآفرین,عمده,عادی,جامبوبگ,نقدی,ریال,889481
منو اتیلن گلایکول,MRV-MEGB-00,تالار پتروشیمی,پتروشیمی مروارید,نقدی,"246,729","296,074,550","246,729","244,579","249,199","239,195","1,200","2,150","1,200",تن,1403/08/23,1403/08/28,انبار کارخانه,پتروشیمی مروارید,,اردیبهشت ایرانیان,عمده,عادی,فله,نقدی,ریال,889484
دی اتیلن گلایکول,MRV-DEGB-00,تالار پتروشیمی,پتروشیمی مروارید,نقدی,"272,408","108,963,300","272,408","271,200","276,889","241,661",400,950,400,تن,1403/08/23,1403/08/28,انبار کارخانه,پتروشیمی مروارید,,اردیبهشت ایرانیان,عمده,عادی,فله,نقدی,ریال,889485
میلگرد 14تا20-A3,SSC-MREEEEA3B-00,تالار صنعتی,صنایع آهن و فولاد سرمد ابرکوه,سلف,"280,049","1,400,246,250","280,049","279,499","281,258","273,409","5,000","10,600","5,000",تن,1403/08/23,1403/09/22,انبار کارخانه,صنایع آهن و فولاد سرمد ابر کوه,,بانک سپه,عمده,عادی,شاخه,نقدی / اعتباری,ریال,889486
میلگرد طول کوتاه 14تا20-A3,SSC-MREEEEA3BN-00,تالار صنعتی,صنایع آهن و فولاد سرمد ابرکوه,نقدی,,0,,,,"228,000",500,0,0,تن,1403/08/23,1403/08/28,انبار کارخانه,صنایع آهن و فولاد سرمد ابر کوه,,بانک سپه,عمده,عادی,شاخه,نقدی,ریال,889488
میلگرد 16,SSC-MRNENNA3B-00,تالار صنعتی,صنایع آهن و فولاد سرمد ابرکوه,نقدی,"269,000","100,875,000","269,000","269,000","269,000","269,000","2,000",375,375,تن,1403/08/23,1403/08/28,انبار کارخانه,صنایع آهن و فولاد سرمد ابر کوه,,بانک سپه,عمده,عادی,شاخه,نقدی,ریال,889497
گوگرد کلوخه,HSR-LUSUB-00,تالار فرآورده های نفتی,پالایش گاز شهید هاشمی نژاد (خانگیران),نقدی,"32,277","261,766,470","32,277","32,277","32,277","32,277","10,000","20,510","8,110",تن,1403/08/23,1403/09/03,انبار کارخانه,بازرگانی گاز ایران,,خبرگان سهام,عمده,عادی,فله,نقدی,ریال,889504
گوگرد کلوخه,HSR-LUSUB-00,تالار فرآورده های نفتی,پالایش گاز شهید هاشمی نژاد (خانگیران),نقدی (مچینگ),"32,277","61,003,530","32,277","32,277","32,277","32,277",0,"1,890","1,890",تن,1403/08/23,1403/09/03,انبار کارخانه,بازرگانی گاز ایران,,خبرگان سهام,عمده,عادی,فله,نقدی,ریال,889504
میلگرد A3-22,AGS-HRENNNA3B-00,تالار صنعتی,فولاد آناهیتا گیلان,نقدی,,0,,,,"273,409","1,008",0,0,تن,1403/08/23,1403/08/29,انبار کارخانه,فولاد آناهیتا گیلان,,سرمایه و دانش,عمده,عادی,شاخه,نقدی,ریال,889539
میلگرد 14تا20-A3,SST-MREEEEA3B-00,تالار صنعتی,فولاد صنعت صائب تبریز,نقدی,,0,,,,"273,409","1,992",0,0,تن,1403/08/23,1403/08/29,انبار کارخانه,فولاد صنعت صائب تبریز,,سرمایه و دانش,عمده,عادی,شاخه,نقدی,ریال,889630
میلگرد 14تا20-A3,AGS-MREEEEA3B-00,تالار صنعتی,فولاد آناهیتا گیلان,نقدی,,0,,,,"273,409","4,008",0,0,تن,1403/08/23,1403/08/29,انبار کارخانه,فولاد آناهیتا گیلان,,سرمایه و دانش,عمده,عادی,شاخه,نقدی,ریال,889632
میلگرد 14تا20-A3,DOTA-MREEEEA3B-00,تالار صنعتی,کارخانجات گروه صنعتی درپاد تبریز,نقدی,,0,,,,"273,409","3,432",0,0,تن,1403/08/23,1403/08/29,انبار کارخانه,گروه صنعتی درپاد تبریز,,سرمایه و دانش,عمده,عادی,شاخه,نقدی,ریال,889633
میلگرد 16,NST-MRNENNA3B-00,تالار صنعتی,نیک صدرای توس,نقدی,,0,,,,"273,409",900,450,0,تن,1403/08/23,1403/08/29,انبار کارخانه,گروه اقتصادی پارسیان تجارت ارکان,,سرمایه و دانش,عمده,عادی,شاخه,نقدی / اعتباری,ریال,889634
میلگرد شاخه 10-A2,AAIM-LRNENA2B-00,تالار صنعتی,ذوب آهن آرمان آسیا,سلف (مچینگ),"273,409","19,685,448","273,409","273,409","273,409","273,409",0,72,72,تن,1403/08/23,1403/09/15,انبار کارخانه,ذوب آهن آرمان آسیا,,مبین سرمایه,عمده,عادی,شاخه,نقدی,ریال,889636
میلگرد شاخه 10-A2,AAIM-LRNENA2B-00,تالار صنعتی,ذوب آهن آرمان آسیا,سلف,"273,409","26,247,264","273,409","273,409","273,409","273,409","2,328",552,96,تن,1403/08/23,1403/09/15,انبار کارخانه,ذوب آهن آرمان آسیا,,مبین سرمایه,عمده,عادی,شاخه,نقدی,ریال,889636
تختال C,HSTC-SSG09XROA-00,تالار حراج باز,فولاد هرمزگان جنوب,سلف,"263,600","5,272,000,000","263,600","263,500","263,700","235,000","20,000","51,000","20,000",تن,1403/08/23,1403/09/30,انبار کارخانه,فولاد هرمزگان جنوب,,مبین سرمایه,عمده,عادی,سایر,نقدی / اعتباری,ریال,889638
"میلگرد 20,16،14-A3",FAKH-MREENEA3B-00,تالار صنعتی,مجتمع فولاد آتیه خاورمیانه,سلف,,0,,,,"273,409","5,016",0,0,تن,1403/08/23,1403/09/18,انبار کارخانه,فولاد آتیه خاورمیانه,,بانک ملت,عمده,عادی,شاخه,نقدی / اعتباری,ریال,889644
میلگرد 18 و 20 - A3,ZHS-MRNNEEA3B-00,تالار صنعتی,صنایع فولاد هیربد زرندیه,سلف,,0,,,,"273,409","2,552",0,0,تن,1403/08/23,1403/09/22,انبار کارخانه,صنایع فولاد هیربد زرندیه,,بانک ملت,عمده,عادی,شاخه,نقدی,ریال,889652
میلگرد 14تا20-A3,PSAC-MREEEEA3B-00,تالار صنعتی,پرشین فولاد آریا,سلف,,0,,,,"273,409","3,828",0,0,تن,1403/08/23,1403/09/22,انبار کارخانه,پرشین فولاد آریا,,بانک ملت,عمده,عادی,شاخه,نقدی,ریال,889657
